gene,count,length
ENST00000317516,290,738
ENST00000498271,246,5097
ENST00000268171,499,2385
ENST00000268130,634,2061
ENST00000268138,1006,5733
ENST00000317543,136,294
ENST00000317551,318,1179
ENST00000317552,1241,2004
ENST00000582059,418,87
ENST00000582055,50,237
ENST00000219197,181,582
ENST00000268148,452,1653
ENST00000415969,275,540
ENST00000317538,174,513
ENST00000317534,89,504
ENST00000474295,201,618
ENST00000582043,1432,987
ENST00000268150,364,1164
ENST00000268151,364,1008
ENST00000415950,178,807
ENST00000415951,690,2214
ENST00000415954,466,2199
ENST00000596604,1420,255
ENST00000415953,587,2862
ENST00000317568,337,1395
ENST00000582034,228,669
ENST00000317571,796,1752
ENST00000582036,857,1782
ENST00000258781,700,1335
ENST00000582037,96,546
ENST00000258787,613,3057
ENST00000342526,4001,1338
ENST00000268122,448,1440
ENST00000268124,750,3720
ENST00000268125,253,954
ENST00000244137,1117,1482
ENST00000557095,639,1155
ENST00000317555,191,768
ENST00000415949,112,207
ENST00000258772,306,1644
ENST00000317560,1141,912
ENST00000533099,344,1554
ENST00000258770,423,1896
ENST00000258774,240,843
ENST00000283752,567,1173
ENST00000342537,162,1269
ENST00000415930,536,1794
ENST00000342506,95,354
ENST00000498281,69,225
ENST00000317586,804,1110
ENST00000557066,169,153
ENST00000317593,502,300
ENST00000498273,578,2598
ENST00000498275,298,1212
ENST00000342505,1430,3465
ENST00000342502,399,1053
ENST00000342503,441,627
ENST00000572687,190,600
ENST00000415922,219,1209
ENST00000631460,3557,1527
ENST00000317578,298,2220
ENST00000572681,1131,7545
ENST00000557068,175,618
ENST00000317582,610,1458
ENST00000498285,163,364
ENST00000258796,596,1572
ENST00000498286,500,2079
ENST00000342512,510,1122
ENST00000621130,197,642
ENST00000371571,649,1542
ENST00000405430,415,1029
ENST00000405431,216,666
ENST00000635776,2879,4857
ENST00000429400,734,2502
ENST00000621128,3337,2181
ENST00000395535,104,207
ENST00000371579,292,1479
ENST00000621129,369,558
ENST00000395536,528,1815
ENST00000395532,446,2016
ENST00000635782,9885,3201
ENST00000395530,1285,2964
ENST00000621122,289,789
ENST00000621127,508,399
ENST00000621141,451,1068
ENST00000371581,378,1395
ENST00000371582,259,864
ENST00000405440,1123,1557
ENST00000635763,155,336
ENST00000405442,314,1647
ENST00000155858,844,3498
ENST00000635765,1557,2079
ENST00000371586,444,2577
ENST00000635767,1167,5616
ENST00000371588,259,783
ENST00000371589,975,2100
ENST00000405436,295,777
ENST00000395547,786,3294
ENST00000395544,899,3111
ENST00000395542,2619,3816
ENST00000395540,1694,1410
ENST00000395541,2513,4515
ENST00000586263,1600,2844
ENST00000621131,131,645
ENST00000621138,338,423
ENST00000635758,813,594
ENST00000371591,1194,4278
ENST00000635750,2997,5997
ENST00000635751,198,861
ENST00000611781,3390,4194
ENST00000395559,1050,1893
ENST00000611786,154,855
ENST00000621106,793,4113
ENST00000395557,315,1341
ENST00000395555,399,1170
ENST00000621109,958,1260
ENST00000395556,291,2025
ENST00000155840,2744,2031
ENST00000635760,1178,1599
ENST00000405402,979,3342
ENST00000586252,112,516
ENST00000395550,411,2280
ENST00000346587,279,744
ENST00000405409,695,1104
ENST00000586255,542,450
ENST00000611795,593,1320
ENST00000405420,662,1065
ENST00000635746,497,615
ENST00000395568,1035,1377
ENST00000621118,48,732
ENST00000405415,378,2613
ENST00000395569,143,264
ENST00000621119,1352,1818
ENST00000395566,142,432
ENST00000395564,282,933
ENST00000395565,142,432
ENST00000395562,1040,2001
ENST00000405413,456,1632
ENST00000346595,577,573
ENST00000621112,124,381
ENST00000621115,866,1854
ENST00000586243,573,1299
ENST00000621116,598,2712
ENST00000562295,329,1878
ENST00000621172,573,1404
ENST00000297071,392,849
ENST00000371531,296,1287
ENST00000371532,534,1254
ENST00000645139,2043,1386
ENST00000371538,173,696
ENST00000371539,858,831
ENST00000621169,424,2457
ENST00000586233,295,669
ENST00000621181,325,1365
ENST00000297063,527,1563
ENST00000395506,478,2451
ENST00000371542,65,1005
ENST00000371543,296,462
ENST00000371544,1380,4935
ENST00000395505,479,2565
ENST00000371546,712,2880
ENST00000395503,784,2985
ENST00000454404,509,1920
ENST00000586228,185,249
ENST00000454402,246,1023
ENST00000454407,707,2241
ENST00000621176,379,1389
ENST00000621179,63,726
ENST00000621150,304,1596
ENST00000635795,1216,1098
ENST00000371550,712,2706
ENST00000371552,1380,2400
ENST00000635797,198,1122
ENST00000371553,712,2832
ENST00000371554,456,2175
ENST00000297056,616,2019
ENST00000371555,712,2769
ENST00000576892,192,747
ENST00000395514,423,753
ENST00000371558,161,459
ENST00000454412,5893,13233
ENST00000395511,405,978
ENST00000371559,712,2658
ENST00000395512,170,882
ENST00000395510,236,1053
ENST00000586218,111,387
ENST00000621147,2022,675
ENST00000645119,303,513
ENST00000562240,55,264
ENST00000621160,136,369
ENST00000576886,108,348
ENST00000621161,1052,1914
ENST00000621162,66,264
ENST00000371560,712,2721
ENST00000371561,723,2817
ENST00000395528,1174,2937
ENST00000371564,1615,2766
ENST00000395529,1249,2373
ENST00000371566,494,2586
ENST00000395526,285,2343
ENST00000635789,7,519
ENST00000395527,2306,3207
ENST00000371568,494,2586
ENST00000395525,716,2130
ENST00000395522,718,2112
ENST00000645104,307,999
ENST00000395523,197,909
ENST00000645100,1005,1929
ENST00000635792,468,1338
ENST00000645101,696,1476
ENST00000562255,36,351
ENST00000621157,342,1254
ENST00000621158,499,1560
ENST00000645109,610,1365
ENST00000586200,115,216
ENST00000273067,1016,1233
ENST00000273062,204,786
ENST00000273063,961,3780
ENST00000645187,207,459
ENST00000429484,376,732
ENST00000273064,323,900
ENST00000645184,1060,2043
ENST00000503931,28,228
ENST00000430469,663,825
ENST00000346528,434,1218
ENST00000430466,122,501
ENST00000273077,811,1158
ENST00000297029,1040,2148
ENST00000429473,149,225
ENST00000273075,310,1458
ENST00000371500,659,1929
ENST00000371504,301,597
ENST00000371505,499,1506
ENST00000371506,300,1488
ENST00000371509,955,1512
ENST00000430451,440,612
ENST00000430453,3278,3795
ENST00000346530,501,2172
ENST00000297015,816,2238
ENST00000527920,119,183
ENST00000273047,396,648
ENST00000405491,230,1239
ENST00000297012,179,396
ENST00000405493,648,2646
ENST00000371513,556,969
ENST00000371514,957,1644
ENST00000430448,2,867
ENST00000371515,689,2040
ENST00000371518,1631,1248
ENST00000405489,134,516
ENST00000621189,671,2556
ENST00000346501,255,615
ENST00000527911,742,2805
ENST00000371521,375,1821
ENST00000297001,820,1317
ENST00000645150,393,1365
ENST00000429455,170,501
ENST00000527914,157,447
ENST00000371522,366,879
ENST00000527915,432,1596
ENST00000371523,445,1281
ENST00000322569,338,1527
ENST00000371527,286,2073
ENST00000371528,536,2280
ENST00000645147,578,1002
ENST00000430433,110,495
ENST00000621197,261,1320
ENST00000621198,1475,1749
ENST00000430430,558,2616
ENST00000430431,74,141
ENST00000322564,378,1521
ENST00000322563,317,1065
ENST00000405472,15606,4488
ENST00000429442,2184,3471
ENST00000429436,932,2262
ENST00000287667,644,3669
ENST00000346569,415,1248
ENST00000430427,201,747
ENST00000405465,136,549
ENST00000263697,233,762
ENST00000263694,385,1074
ENST00000430424,349,906
ENST00000248073,217,963
ENST00000346562,7813,2706
ENST00000248076,229,1158
ENST00000008440,226,624
ENST00000248070,1062,2595
ENST00000248071,132,1068
ENST00000248072,248,960
ENST00000273037,356,951
ENST00000273038,1048,873
ENST00000248058,179,930
ENST00000405484,281,558
ENST00000405485,189,1047
ENST00000405486,512,1764
ENST00000430418,678,1377
ENST00000429433,733,2487
ENST00000263688,925,3765
ENST00000429429,186,696
ENST00000263686,935,2493
ENST00000287675,279,1107
ENST00000263681,454,1401
ENST00000322583,91,888
ENST00000248089,114,417
ENST00000405452,661,288
ENST00000287647,1353,4416
ENST00000287641,152,351
ENST00000429416,1942,4944
ENST00000586296,730,1188
ENST00000346541,811,1815
ENST00000248098,252,573
ENST00000273009,2201,1812
ENST00000645190,251,1266
ENST00000586293,299,261
ENST00000645194,1017,1698
ENST00000645191,624,951
ENST00000405460,6996,18921
ENST00000287656,135,351
ENST00000287652,443,2286
ENST00000405454,541,1068
ENST00000645188,329,930
ENST00000645189,166,681
ENST00000527988,535,222
ENST00000527985,482,1989
ENST00000576910,228,633
ENST00000552940,49,180
ENST00000537304,554,438
ENST00000263657,223,759
ENST00000513335,2184,1506
ENST00000263655,340,495
ENST00000263650,976,2640
ENST00000537302,291,897
ENST00000527990,1621,14262
ENST00000454393,182,426
ENST00000454394,550,1803
ENST00000576916,312,405
ENST00000537309,40,387
ENST00000513339,612,369
ENST00000552948,6146,3711
ENST00000527979,353,1104
ENST00000527974,474,1080
ENST00000527972,287,1485
ENST00000552951,196,558
ENST00000263645,253,711
ENST00000513349,1542,4014
ENST00000263646,426,741
ENST00000513346,808,4467
ENST00000263642,751,3078
ENST00000263640,975,1530
ENST00000224073,137,447
ENST00000537332,164,828
ENST00000537328,68,240
ENST00000322610,572,2271
ENST00000322611,781,684
ENST00000263674,1276,6192
ENST00000537323,542,993
ENST00000263672,235,681
ENST00000287600,319,453
ENST00000537325,85,576
ENST00000263671,509,1356
ENST00000248054,876,3393
ENST00000513374,438,633
ENST00000537320,1871,4695
ENST00000322608,179,945
ENST00000322602,264,1089
ENST00000263665,3268,3087
ENST00000263666,2885,3201
ENST00000263663,781,1767
ENST00000287611,644,1284
ENST00000248041,721,1575
ENST00000552936,310,639
ENST00000503974,1363,1452
ENST00000527949,231,891
ENST00000527947,306,1314
ENST00000527948,279,186
ENST00000503977,128,624
ENST00000322635,594,1584
ENST00000263610,240,984
ENST00000346606,376,387
ENST00000238651,213,1452
ENST00000552909,476,1797
ENST00000430385,495,1932
ENST00000322630,203,1866
ENST00000552912,726,2031
ENST00000527934,706,2490
ENST00000527935,76,381
ENST00000527938,402,243
ENST00000527937,269,723
ENST00000263604,1506,3672
ENST00000322623,396,1371
ENST00000238667,563,1581
ENST00000513300,721,1470
ENST00000346617,689,1884
ENST00000346618,705,1398
ENST00000430379,336,687
ENST00000552918,941,1638
ENST00000478399,289,1074
ENST00000307000,1160,1344
ENST00000307002,42,999
ENST00000430372,120,210
ENST00000307003,334,534
ENST00000527965,952,1644
ENST00000429381,415,1005
ENST00000238682,339,1239
ENST00000503995,3090,741
ENST00000429383,3135,2388
ENST00000263636,1399,5169
ENST00000263634,898,1557
ENST00000263635,2150,5586
ENST00000429379,160,465
ENST00000263630,1435,5532
ENST00000513312,113,1158
ENST00000430368,353,1380
ENST00000322659,853,2637
ENST00000527971,632,867
ENST00000430365,606,891
ENST00000322652,678,2220
ENST00000307033,427,957
ENST00000322653,280,945
ENST00000513317,583,2097
ENST00000527956,2274,1665
ENST00000307017,550,3129
ENST00000429370,562,675
ENST00000527950,301,528
ENST00000263629,486,2184
ENST00000429371,348,1620
ENST00000429375,1400,2112
ENST00000527958,235,690
ENST00000429376,474,1473
ENST00000263621,221,804
ENST00000513325,510,234
ENST00000238688,101,324
ENST00000263620,554,1782
ENST00000238686,174,1170
ENST00000513320,1529,2196
ENST00000430352,1714,4851
ENST00000322641,265,957
ENST00000513328,854,1899
ENST00000430350,253,762
ENST00000611725,1328,2667
ENST00000611727,850,2325
ENST00000444995,446,675
ENST00000611722,226,1452
ENST00000537393,4823,2187
ENST00000468962,518,1707
ENST00000537388,587,744
ENST00000238618,89,300
ENST00000238616,553,2940
ENST00000611736,283,1239
ENST00000468957,41,291
ENST00000611734,20,324
ENST00000468955,195,651
ENST00000576985,541,2343
ENST00000611738,615,1386
ENST00000537384,1467,1146
ENST00000611732,233,714
ENST00000611733,382,1122
ENST00000576980,169,699
ENST00000586305,507,1980
ENST00000562351,116,93
ENST00000586301,174,1233
ENST00000238628,613,642
ENST00000493901,621,3867
ENST00000493900,213,507
ENST00000611707,612,1305
ENST00000611706,1415,3036
ENST00000238633,132,447
ENST00000478300,2574,858
ENST00000611712,419,2736
ENST00000611716,1549,2910
ENST00000611717,723,2295
ENST00000562337,320,519
ENST00000454349,1799,5502
ENST00000562334,179,390
ENST00000562336,148,510
ENST00000454345,649,3354
ENST00000238647,414,2391
ENST00000635736,1903,2634
ENST00000552983,341,393
ENST00000493969,425,189
ENST00000576955,210,822
ENST00000552981,280,1086
ENST00000611765,278,903
ENST00000611764,2093,4386
ENST00000537350,735,1161
ENST00000395577,126,501
ENST00000395578,1271,2289
ENST00000537344,1284,3375
ENST00000395575,332,1458
ENST00000537345,603,3072
ENST00000395573,131,291
ENST00000513376,735,2997
ENST00000395571,494,2622
ENST00000493960,827,4539
ENST00000395572,585,1074
ENST00000454355,346,1623
ENST00000493964,1501,4755
ENST00000635727,3955,7524
ENST00000611779,102,297
ENST00000635729,832,1590
ENST00000552995,721,1116
ENST00000537340,406,1167
ENST00000611770,290,765
ENST00000562319,352,2025
ENST00000513391,275,738
ENST00000611775,846,2061
ENST00000395589,110,297
ENST00000454369,220,699
ENST00000395587,99,2742
ENST00000537335,690,2775
ENST00000395585,586,1761
ENST00000395580,905,1125
ENST00000454366,524,2220
ENST00000493945,517,1128
ENST00000611747,103,429
ENST00000611745,843,1962
ENST00000576930,154,465
ENST00000454381,907,1257
ENST00000611749,379,474
ENST00000552962,595,1080
ENST00000537373,288,552
ENST00000552960,622,2925
ENST00000537372,966,1494
ENST00000395598,188,687
ENST00000395595,188,690
ENST00000513398,580,2706
ENST00000395593,185,717
ENST00000395591,188,498
ENST00000395592,138,840
ENST00000395590,93,300
ENST00000454376,319,1116
ENST00000611759,953,1941
ENST00000537365,486,1326
ENST00000537360,306,1173
ENST00000537356,157,1212
ENST00000238609,76,393
ENST00000238607,237,510
ENST00000493952,214,249
ENST00000454389,1057,3780
ENST00000356057,290,960
ENST00000356056,2431,7647
ENST00000356053,373,1248
ENST00000371691,202,1035
ENST00000371692,277,1296
ENST00000371694,202,741
ENST00000611683,345,963
ENST00000371696,202,837
ENST00000611688,217,996
ENST00000371697,294,960
ENST00000611689,231,435
ENST00000371698,183,822
ENST00000371699,222,822
ENST00000395659,43,156
ENST00000405546,535,1143
ENST00000405547,1310,4059
ENST00000395654,457,675
ENST00000395655,426,1566
ENST00000611692,455,279
ENST00000395653,316,858
ENST00000395650,436,2319
ENST00000430500,483,1629
ENST00000356063,885,3960
ENST00000562188,243,1068
ENST00000621003,1928,2061
ENST00000381019,251,1131
ENST00000381018,454,1710
ENST00000356046,559,1671
ENST00000381022,2233,6114
ENST00000381020,237,942
ENST00000611699,151,642
ENST00000611697,656,1218
ENST00000635647,523,1767
ENST00000395667,889,2145
ENST00000405557,680,381
ENST00000395665,852,3159
ENST00000586148,82,165
ENST00000395663,53,156
ENST00000429504,247,1014
ENST00000586142,392,1170
ENST00000621010,605,1797
ENST00000562197,29,1149
ENST00000621012,141,615
ENST00000621013,162,975
ENST00000621014,212,228
ENST00000621016,1317,1944
ENST00000381029,189,645
ENST00000635638,6780,2151
ENST00000381035,278,531
ENST00000611668,122,570
ENST00000381036,161,825
ENST00000381033,194,852
ENST00000356033,179,546
ENST00000356031,2724,5469
ENST00000381031,418,1410
ENST00000381032,229,741
ENST00000332065,762,1962
ENST00000611661,90,642
ENST00000611665,173,714
ENST00000395678,218,1449
ENST00000395676,325,1785
ENST00000405520,156,240
ENST00000332070,580,1098
ENST00000395673,1037,2256
ENST00000405523,621,1320
ENST00000395671,170,1047
ENST00000586135,1756,840
ENST00000381039,976,2859
ENST00000586133,15,177
ENST00000356026,25,1173
ENST00000356025,1009,1515
ENST00000381042,261,762
ENST00000635620,1053,5751
ENST00000611678,678,1938
ENST00000635625,912,1794
ENST00000454502,434,1221
ENST00000405535,272,1185
ENST00000405531,891,1434
ENST00000611680,92,435
ENST00000395686,447,1407
ENST00000332082,1601,1698
ENST00000395681,218,1464
ENST00000586120,75,252
ENST00000395680,218,1449
ENST00000356099,888,1302
ENST00000621051,149,594
ENST00000356098,272,1530
ENST00000621053,202,255
ENST00000645022,1460,5718
ENST00000395618,706,1071
ENST00000371650,310,804
ENST00000395619,272,1530
ENST00000576790,2435,5817
ENST00000395616,163,564
ENST00000371652,338,813
ENST00000635699,74,159
ENST00000537194,351,693
ENST00000395614,1583,3423
ENST00000537196,951,2952
ENST00000371655,536,660
ENST00000395615,149,486
ENST00000371656,169,588
ENST00000371657,268,318
ENST00000395611,813,1284
ENST00000645015,247,582
ENST00000645013,787,2022
ENST00000454516,662,2415
ENST00000405506,435,1680
ENST00000454510,617,2547
ENST00000621062,351,2046
ENST00000576789,252,1149
ENST00000621064,344,744
ENST00000356087,613,603
ENST00000645010,3296,4383
ENST00000395629,393,2106
ENST00000371661,111,375
ENST00000371663,674,2193
ENST00000371666,564,1284
ENST00000395626,559,1455
ENST00000371667,368,1281
ENST00000645005,1448,5745
ENST00000405515,471,1182
ENST00000395621,272,1530
ENST00000405510,493,2154
ENST00000395620,542,1755
ENST00000645002,2541,723
ENST00000356093,1470,1869
ENST00000356091,466,1572
ENST00000454520,431,1899
ENST00000356090,393,2190
ENST00000356079,565,1389
ENST00000576776,340,1083
ENST00000576778,431,3144
ENST00000371671,338,945
ENST00000635674,23,180
ENST00000371674,277,444
ENST00000395636,1724,1557
ENST00000371677,308,513
ENST00000395634,1802,339
ENST00000395635,84,567
ENST00000395633,55,507
ENST00000395630,304,888
ENST00000395631,806,2043
ENST00000621021,3415,7377
ENST00000356082,1081,3519
ENST00000356083,2113,5583
ENST00000356080,915,2121
ENST00000381003,293,999
ENST00000381000,681,2217
ENST00000356064,656,1026
ENST00000576768,319,1179
ENST00000371681,317,624
ENST00000635664,1203,3915
ENST00000395647,1154,1839
ENST00000395648,238,570
ENST00000371688,270,459
ENST00000395645,1151,1791
ENST00000395643,1151,1710
ENST00000454545,353,894
ENST00000395641,58,303
ENST00000395640,195,1035
ENST00000356073,3252,2004
ENST00000621032,502,462
ENST00000381006,806,1863
ENST00000381007,416,915
ENST00000621039,828,3132
ENST00000621092,176,708
ENST00000332007,8079,2412
ENST00000621093,75,348
ENST00000621094,296,729
ENST00000621096,462,1647
ENST00000621097,299,756
ENST00000645065,213,1539
ENST00000645063,767,2430
ENST00000371610,350,1119
ENST00000503811,700,1680
ENST00000322678,225,939
ENST00000322679,245,486
ENST00000371614,143,1065
ENST00000307050,1355,2781
ENST00000621089,349,285
ENST00000430584,124,177
ENST00000287585,504,744
ENST00000430580,3649,3420
ENST00000332018,324,1002
